,t_ob,风向,PM10,PM2.5,室内温度,室内湿度,SO2,O3,NOx,NO2,NO,CO,气压,大气湿度,大气温度,风速,serious,serious_imbalanced
11,2020-03-01 02:00:00,7.0,40.23333333333334,28.8,24.74333333333334,31.86666666666666,4.909999999999999,32.79333333333333,25.946666666666665,24.52,0.9316666666666666,0.5949999999999999,1014.6833333333332,94.23333333333332,9.066666666666666,1.75,0,0
12,2020-03-01 02:10:00,7.0,41.98333333333334,30.100000000000005,24.673333333333336,31.99666666666666,4.846666666666667,31.356666666666666,26.19,24.71333333333333,0.9633333333333334,0.5933333333333332,1014.7166666666666,94.56666666666666,9.05,1.6333333333333335,0,0
13,2020-03-01 02:20:00,64.66666666666667,44.98333333333334,32.43333333333334,24.62166666666667,32.118333333333325,4.736666666666666,31.413333333333327,25.588333333333328,24.09166666666667,0.975,0.6083333333333333,1014.75,94.91666666666669,9.033333333333331,1.666666666666667,1,0
14,2020-03-01 02:30:00,123.16666666666669,47.31666666666667,34.2,24.570000000000004,32.22333333333332,4.403333333333333,30.951666666666664,25.116666666666664,23.596666666666668,0.99,0.6216666666666666,1014.7833333333332,95.23333333333332,9.016666666666666,1.4500000000000004,1,0
15,2020-03-01 02:40:00,123.16666666666669,49.81666666666667,36.2,24.523333333333337,32.328333333333326,4.243333333333333,30.461666666666662,24.543333333333333,22.99666666666667,1.0066666666666666,0.6383333333333333,1014.7333333333332,95.55,8.999999999999998,1.583333333333334,1,0
16,2020-03-01 02:50:00,121.5,50.5,36.98333333333333,24.47666666666667,32.45166666666666,4.403333333333333,30.601666666666663,23.88333333333333,22.31166666666667,1.0233333333333334,0.6549999999999999,1014.6333333333332,95.84999999999998,8.966666666666667,1.5000000000000009,1,0
17,2020-03-01 03:00:00,180.16666666666663,49.083333333333336,36.3,24.430000000000003,32.56499999999999,4.461666666666666,32.06333333333333,22.63333333333333,21.06166666666667,1.0233333333333334,0.6783333333333332,1014.4999999999995,96.04999999999995,8.933333333333332,1.6666666666666672,1,0
18,2020-03-01 03:10:00,180.16666666666663,48.71666666666667,36.4,24.39,32.63999999999999,4.328333333333333,32.88833333333333,21.86833333333333,20.316666666666677,1.0116666666666667,0.6999999999999998,1014.3833333333332,96.21666666666664,8.899999999999999,1.8000000000000007,1,0
19,2020-03-01 03:20:00,179.33333333333334,47.05,35.4,24.35333333333333,32.70166666666666,4.208333333333333,33.38166666666667,21.15833333333333,19.646666666666672,0.9866666666666668,0.7016666666666665,1014.2999999999996,96.36666666666665,8.866666666666665,1.6500000000000006,1,0
20,2020-03-01 03:30:00,172.66666666666666,45.25,34.28333333333333,24.288333333333338,32.79999999999999,4.526666666666666,33.96666666666667,20.67833333333333,19.17166666666667,0.9833333333333334,0.6999999999999998,1014.3166666666664,96.41666666666664,8.799999999999999,1.733333333333334,1,0
21,2020-03-01 03:40:00,171.66666666666666,44.65,33.98333333333333,24.218333333333337,32.88666666666666,4.826666666666667,34.26166666666667,20.39,18.88833333333334,0.98,0.71,1014.333333333333,96.4333333333333,8.733333333333333,1.733333333333334,1,0
22,2020-03-01 03:50:00,231.33333333333331,44.93333333333333,34.23333333333333,24.160000000000007,32.94499999999999,4.568333333333333,34.303333333333335,20.149999999999995,18.690000000000005,0.9516666666666668,0.7266666666666666,1014.4499999999996,96.48333333333328,8.7,1.8166666666666675,1,0
23,2020-03-01 04:00:00,227.16666666666663,44.68333333333333,33.98333333333333,24.096666666666675,33.033333333333324,4.3183333333333325,34.165,19.92333333333333,18.47000000000001,0.9483333333333336,0.7316666666666665,1014.5999999999996,96.53333333333327,8.666666666666666,1.6166666666666674,1,0
24,2020-03-01 04:10:00,280.6666666666667,42.85,32.53333333333333,24.02666666666667,33.133333333333326,4.459999999999999,34.565000000000005,19.70666666666666,18.22333333333334,0.9666666666666668,0.7283333333333332,1014.7499999999995,96.5166666666666,8.633333333333331,1.6166666666666674,1,0
25,2020-03-01 04:20:00,281.0,40.6,30.7,23.97,33.20499999999999,4.4,35.13166666666667,19.38333333333333,17.898333333333337,0.9683333333333336,0.7149999999999999,1014.8166666666664,96.48333333333328,8.599999999999998,1.9333333333333345,1,0
26,2020-03-01 04:30:00,286.1666666666667,38.8,29.216666666666665,23.918333333333337,33.268333333333324,4.044999999999999,36.086666666666666,18.59666666666666,17.106666666666673,0.9716666666666668,0.6999999999999998,1014.8166666666664,96.63333333333328,8.599999999999998,2.0166666666666675,0,0
27,2020-03-01 04:40:00,345.5,38.01666666666666,28.5,23.87166666666667,33.34333333333333,3.8166666666666655,37.055,17.80166666666666,16.313333333333336,0.9716666666666668,0.6833333333333332,1014.9333333333328,96.88333333333328,8.58333333333333,2.0166666666666675,0,0
28,2020-03-01 04:50:00,344.5,38.15,28.53333333333333,23.773333333333337,33.478333333333325,3.651666666666667,37.645,17.374999999999996,15.880000000000004,0.9766666666666668,0.6633333333333332,1015.0166666666664,97.13333333333328,8.566666666666665,2.2333333333333343,0,0
29,2020-03-01 05:00:00,289.1666666666667,39.833333333333336,29.8,23.691666666666663,33.578333333333326,3.693333333333333,37.330000000000005,17.394999999999996,15.865000000000004,0.9983333333333334,0.6499999999999999,1015.0999999999996,97.48333333333328,8.549999999999997,2.416666666666668,0,0
30,2020-03-01 05:10:00,292.5,41.46666666666667,31.05,23.615,33.68166666666666,3.643333333333333,36.671666666666674,17.56,16.056666666666672,0.9816666666666666,0.6399999999999999,1015.1999999999996,97.93333333333328,8.53333333333333,2.383333333333334,1,0
31,2020-03-01 05:20:00,290.6666666666667,43.150000000000006,32.43333333333334,23.50333333333333,33.85166666666666,3.49,35.436666666666675,18.04333333333333,16.540000000000006,0.98,0.6433333333333332,1015.283333333333,97.9166666666666,8.516666666666664,2.100000000000001,1,0
32,2020-03-01 05:30:00,234.33333333333331,45.03333333333334,33.93333333333334,23.426666666666662,33.99833333333333,3.72,33.92666666666667,18.851666666666663,17.321666666666673,0.9983333333333334,0.6583333333333333,1015.333333333333,97.84999999999997,8.466666666666663,2.033333333333334,1,0
33,2020-03-01 05:40:00,175.33333333333334,44.66666666666668,33.70000000000001,23.350000000000005,34.148333333333326,3.9500000000000006,33.26166666666667,19.43833333333333,17.906666666666673,1.0000000000000002,0.6683333333333333,1015.3499999999998,97.6666666666666,8.43333333333333,1.9666666666666677,1,0
34,2020-03-01 05:50:00,117.33333333333331,42.683333333333344,32.20000000000001,23.331666666666667,34.23166666666666,4.048333333333334,33.49,19.449999999999992,17.906666666666673,1.0066666666666668,0.6766666666666666,1015.3499999999998,97.39999999999992,8.399999999999997,1.733333333333334,1,0
35,2020-03-01 06:00:00,175.33333333333334,39.81666666666668,30.00000000000001,23.29666666666667,34.35166666666666,4.08,34.09166666666667,19.349999999999994,17.816666666666674,1.001666666666667,0.6783333333333332,1015.4166666666664,96.6166666666666,8.366666666666662,1.533333333333334,0,0
36,2020-03-01 06:10:00,119.5,37.30000000000001,28.083333333333343,23.26833333333334,34.45499999999999,3.8816666666666655,34.26,19.509999999999994,17.94333333333334,1.0250000000000004,0.6783333333333332,1015.4333333333332,95.78333333333326,8.333333333333329,1.8500000000000003,0,0
37,2020-03-01 06:20:00,63.833333333333336,35.183333333333344,26.450000000000006,23.26833333333334,34.521666666666654,4.131666666666667,34.745,19.44166666666666,17.856666666666673,1.036666666666667,0.6883333333333331,1015.5166666666664,95.39999999999992,8.299999999999995,2.0000000000000004,0,0
38,2020-03-01 06:30:00,120.83333333333331,32.88333333333335,24.66666666666667,23.26833333333334,34.59166666666666,3.515,35.49666666666667,19.018333333333327,17.426666666666673,1.0400000000000005,0.6899999999999998,1015.65,94.93333333333328,8.299999999999995,2.2166666666666672,0,0
39,2020-03-01 06:40:00,178.0,30.38333333333335,22.750000000000004,23.23833333333334,34.66666666666666,3.231666666666667,35.665,18.608333333333327,17.035000000000007,1.026666666666667,0.6816666666666665,1015.7833333333332,94.54999999999995,8.28333333333333,2.0666666666666678,0,0
40,2020-03-01 06:50:00,231.0,27.91666666666669,20.883333333333336,23.210000000000008,34.73999999999999,3.0866666666666664,35.105000000000004,18.818333333333328,17.19333333333334,1.061666666666667,0.6616666666666665,1015.9166666666666,93.41666666666664,8.28333333333333,2.116666666666668,0,0
41,2020-03-01 07:00:00,227.16666666666663,26.35000000000002,19.700000000000003,23.180000000000007,34.82666666666666,3.161666666666666,34.793333333333344,18.909999999999997,17.245000000000005,1.086666666666667,0.6483333333333333,1016.0333333333332,92.74999999999996,8.28333333333333,2.1666666666666674,0,0
42,2020-03-01 07:10:00,280.1666666666667,25.583333333333357,19.083333333333336,23.175000000000008,34.87333333333333,3.17,34.56666666666668,19.009999999999994,17.273333333333337,1.1316666666666668,0.6483333333333333,1016.2,93.5833333333333,8.249999999999996,2.000000000000001,0,0
43,2020-03-01 07:20:00,335.1666666666667,25.250000000000018,18.76666666666667,23.163333333333338,34.92666666666666,3.0466666666666664,33.951666666666675,19.38166666666666,17.550000000000008,1.1933333333333334,0.6499999999999999,1016.35,92.91666666666664,8.249999999999995,1.833333333333334,0,0
44,2020-03-01 07:30:00,331.0,25.000000000000018,18.566666666666663,23.15166666666667,34.96833333333333,3.181666666666666,33.265000000000015,20.14833333333333,18.21833333333334,1.2583333333333335,0.6549999999999999,1016.4833333333332,92.24999999999996,8.249999999999995,1.783333333333334,0,0
45,2020-03-01 07:40:00,332.5,25.050000000000026,18.58333333333333,23.158333333333346,35.018333333333324,3.211666666666666,33.04000000000001,20.934999999999995,18.881666666666675,1.34,0.6616666666666666,1016.5833333333331,91.49999999999996,8.26666666666666,2.250000000000001,0,0
46,2020-03-01 07:50:00,333.5,25.466666666666686,18.83333333333333,23.135000000000005,35.084999999999994,3.086666666666666,33.521666666666675,21.18833333333333,19.00166666666668,1.4266666666666667,0.6683333333333333,1016.6833333333332,91.49999999999996,8.26666666666666,2.566666666666668,0,0
47,2020-03-01 08:00:00,334.6666666666667,26.01666666666669,19.166666666666668,23.106666666666676,35.148333333333326,2.9216666666666664,33.58166666666668,21.56333333333333,19.136666666666677,1.5816666666666668,0.6699999999999999,1016.7333333333332,91.49999999999996,8.26666666666666,2.850000000000001,0,0
48,2020-03-01 08:10:00,283.0,26.36666666666669,19.4,23.05333333333334,35.25166666666666,3.4566666666666666,33.97333333333334,21.808333333333326,19.063333333333343,1.7899999999999998,0.6649999999999999,1016.7833333333332,89.99999999999996,8.333333333333327,2.6666666666666674,0,0
49,2020-03-01 08:20:00,281.1666666666667,26.600000000000023,19.65,23.01333333333334,35.34833333333332,3.4716666666666662,34.27333333333334,22.343333333333323,19.16500000000001,2.073333333333333,0.655,1016.8333333333331,89.99999999999996,8.383333333333328,2.833333333333334,0,0
50,2020-03-01 08:30:00,282.0,26.733333333333352,19.916666666666668,22.961666666666677,35.46166666666666,3.758333333333333,34.85500000000001,22.83166666666666,19.04666666666668,2.468333333333333,0.6466666666666667,1016.8833333333332,89.99999999999996,8.46666666666666,2.7833333333333337,0,0
51,2020-03-01 08:40:00,279.8333333333333,26.983333333333352,20.3,22.92166666666667,35.533333333333324,3.988333333333333,34.85666666666668,23.54333333333333,19.24166666666668,2.805,0.6433333333333334,1016.95,89.99999999999996,8.549999999999992,2.316666666666667,0,0
52,2020-03-01 08:50:00,284.5,27.15000000000002,20.633333333333333,22.915000000000006,35.59666666666666,4.146666666666666,34.701666666666675,24.248333333333324,19.620000000000008,3.016666666666666,0.6433333333333334,1017.0499999999998,91.36666666666665,8.649999999999993,2.2500000000000004,0,0
53,2020-03-01 09:00:00,287.3333333333333,26.85000000000002,20.6,22.920000000000005,35.58833333333333,4.449999999999999,34.615,25.091666666666654,20.188333333333343,3.1966666666666668,0.6450000000000001,1017.1666666666664,92.5333333333333,8.766666666666659,2.2000000000000006,0,0
54,2020-03-01 09:10:00,343.0,26.18333333333335,20.216666666666665,22.97333333333334,35.55499999999999,4.111666666666666,34.82333333333334,25.76499999999999,20.686666666666675,3.311666666666667,0.6483333333333334,1017.2833333333332,93.56666666666663,8.866666666666658,2.366666666666667,0,0
55,2020-03-01 09:20:00,346.0,25.750000000000018,19.966666666666665,23.020000000000007,35.48,4.383333333333334,35.13833333333334,26.20999999999999,21.14500000000001,3.303333333333333,0.6550000000000001,1017.4166666666666,94.5,8.949999999999992,2.516666666666667,0,0
56,2020-03-01 09:30:00,345.0,24.983333333333352,19.38333333333333,23.071666666666676,35.4,4.335,35.98166666666667,26.219999999999988,21.38500000000001,3.1533333333333338,0.6583333333333334,1017.5166666666664,95.41666666666664,9.033333333333324,2.683333333333334,0,0
57,2020-03-01 09:40:00,347.0,23.816666666666688,18.53333333333333,23.12833333333334,35.306666666666665,4.156666666666666,37.645,25.55499999999999,20.953333333333344,3.001666666666667,0.6550000000000001,1017.6166666666664,96.18333333333332,9.116666666666658,3.2500000000000013,0,0
58,2020-03-01 09:50:00,346.0,22.833333333333357,17.816666666666666,23.16833333333334,35.21,4.364999999999999,38.24333333333333,25.65833333333332,21.13500000000001,2.9516666666666667,0.6533333333333334,1017.6833333333332,95.51666666666664,9.183333333333325,3.0333333333333345,0,0
59,2020-03-01 10:00:00,341.1666666666667,22.28333333333335,17.4,23.23833333333334,35.135,3.9499999999999993,38.46833333333333,25.814999999999987,21.473333333333343,2.833333333333333,0.6566666666666667,1017.75,95.06666666666663,9.233333333333324,2.7833333333333345,0,0
60,2020-03-01 10:10:00,283.0,22.03333333333335,17.3,23.26666666666667,35.068333333333335,3.868333333333332,38.178333333333335,25.76333333333332,21.75000000000001,2.618333333333333,0.6566666666666667,1017.7999999999996,94.79999999999995,9.26666666666666,2.566666666666668,0,0
61,2020-03-01 10:20:00,284.3333333333333,21.516666666666683,17.0,23.295,35.03,3.4516666666666658,39.04666666666666,25.36833333333332,21.613333333333344,2.45,0.6516666666666667,1017.833333333333,94.63333333333333,9.299999999999992,2.650000000000001,0,0
62,2020-03-01 10:30:00,281.6666666666667,21.35000000000002,16.933333333333334,23.33666666666667,34.96,3.539999999999999,39.06666666666666,25.42333333333332,21.87666666666668,2.313333333333333,0.6533333333333334,1017.8833333333332,94.51666666666664,9.299999999999992,2.5333333333333345,0,0
63,2020-03-01 10:40:00,223.33333333333331,21.450000000000017,17.033333333333335,23.37333333333333,34.89000000000001,3.3916666666666657,38.24,26.183333333333323,22.741666666666674,2.2433333333333327,0.6616666666666667,1017.933333333333,94.48333333333328,9.299999999999992,2.050000000000001,0,0
64,2020-03-01 10:50:00,218.33333333333331,21.466666666666683,17.066666666666666,23.41,34.84,3.3766666666666656,38.67,26.319999999999997,23.081666666666678,2.1116666666666664,0.6683333333333334,1017.9833333333332,94.4333333333333,9.299999999999992,2.066666666666668,0,0
65,2020-03-01 11:00:00,165.66666666666666,21.28333333333335,17.016666666666666,23.451666666666668,34.77333333333333,3.543333333333333,39.665,26.08166666666666,22.961666666666677,2.035,0.67,1018.0166666666664,94.38333333333328,9.299999999999992,2.100000000000001,0,0
66,2020-03-01 11:10:00,167.66666666666666,21.30000000000001,17.083333333333332,23.49833333333333,34.70666666666667,3.691666666666666,40.92666666666667,26.18166666666666,22.975000000000005,2.0899999999999994,0.6750000000000002,1018.0666666666666,94.5166666666666,9.299999999999992,2.2833333333333345,0,0
67,2020-03-01 11:20:00,110.33333333333331,21.433333333333348,17.2,23.53333333333333,34.67000000000001,3.859999999999999,41.23166666666667,26.566666666666663,23.198333333333338,2.195,0.6833333333333335,1018.0833333333334,94.78333333333327,9.299999999999992,1.950000000000001,0,0
68,2020-03-01 11:30:00,60.0,21.46666666666668,17.249999999999996,23.57333333333333,34.64333333333334,3.646666666666665,42.400000000000006,26.75,23.206666666666667,2.31,0.6833333333333335,1018.1,95.13333333333328,9.26666666666666,1.966666666666668,0,0
69,2020-03-01 11:40:00,115.0,21.51666666666668,17.333333333333332,23.596666666666664,34.65666666666667,3.789999999999999,43.995000000000005,26.963333333333328,23.081666666666667,2.5316666666666663,0.6800000000000002,1018.1,95.51666666666664,9.26666666666666,1.9333333333333345,0,0
70,2020-03-01 11:50:00,111.33333333333331,21.46666666666668,17.349999999999998,23.63666666666666,34.653333333333336,3.3699999999999988,45.39333333333334,26.709999999999997,22.63666666666667,2.6566666666666663,0.6816666666666668,1018.0666666666666,95.89999999999998,9.299999999999992,1.916666666666668,0,0
71,2020-03-01 12:00:00,165.66666666666666,21.56666666666668,17.416666666666664,23.665,34.65666666666667,3.513333333333332,46.59666666666666,26.76166666666666,22.535000000000007,2.7566666666666664,0.6850000000000002,1018.0,96.08333333333331,9.333333333333329,1.8833333333333344,0,0
72,2020-03-01 12:10:00,221.0,21.533333333333346,17.349999999999998,23.69333333333333,34.67333333333334,3.359999999999999,48.16833333333333,26.62666666666665,22.37166666666667,2.776666666666667,0.681666666666667,1017.9,95.8,9.383333333333328,1.8000000000000007,0,0
73,2020-03-01 12:20:00,221.16666666666663,21.383333333333344,17.21666666666666,23.78,34.60333333333334,3.2633333333333323,49.88,26.448333333333323,22.235000000000003,2.75,0.6800000000000003,1017.8166666666666,95.16666666666669,9.483333333333324,1.8166666666666675,0,0
74,2020-03-01 12:30:00,275.0,21.36666666666668,17.183333333333326,23.83833333333333,34.53333333333334,3.628333333333333,51.063333333333325,26.039999999999992,22.038333333333338,2.611666666666667,0.6783333333333337,1017.7333333333332,94.25,9.599999999999993,1.6666666666666672,0,0
75,2020-03-01 12:40:00,272.0,21.400000000000016,17.149999999999995,23.94833333333333,34.39500000000001,3.608333333333333,52.36999999999998,25.49999999999999,21.848333333333333,2.3833333333333333,0.6783333333333337,1017.6833333333332,93.35,9.683333333333325,1.8000000000000007,0,0
76,2020-03-01 12:50:00,223.0,21.55000000000001,17.183333333333326,24.04833333333333,34.27000000000001,3.67,52.98833333333332,25.69666666666666,22.14,2.32,0.6850000000000004,1017.6333333333332,92.46666666666668,9.749999999999991,1.6666666666666672,0,0
77,2020-03-01 13:00:00,168.5,21.683333333333348,17.21666666666666,24.136666666666667,34.13000000000001,3.486666666666667,54.83833333333333,25.669999999999987,21.926666666666662,2.441666666666667,0.6850000000000004,1017.6166666666668,91.58333333333331,9.849999999999993,1.583333333333334,0,0
78,2020-03-01 13:10:00,123.33333333333331,21.63333333333335,17.11666666666666,24.26,33.951666666666675,3.535,55.75333333333333,25.70999999999999,22.045,2.39,0.686666666666667,1017.6,90.81666666666666,9.983333333333324,1.4000000000000006,0,0
79,2020-03-01 13:20:00,122.16666666666669,21.43333333333335,16.899999999999995,24.36,33.796666666666674,3.535,56.75333333333333,25.69499999999999,22.345,2.185,0.6766666666666671,1017.5666666666666,90.08333333333331,10.049999999999992,1.316666666666667,0,0
80,2020-03-01 13:30:00,119.16666666666669,21.483333333333352,16.933333333333326,24.465,33.66333333333334,3.1300000000000003,57.13833333333333,26.398333333333323,23.135000000000005,2.1283333333333334,0.7050000000000004,1017.5166666666664,89.85000000000001,10.099999999999993,1.3500000000000008,0,0
81,2020-03-01 13:40:00,117.66666666666669,21.733333333333352,17.16666666666666,24.565,33.546666666666674,3.2816666666666667,57.145,27.52166666666665,24.06500000000001,2.2533333333333334,0.766666666666667,1017.45,89.81666666666666,10.149999999999991,1.3666666666666674,0,0
82,2020-03-01 13:50:00,163.33333333333334,21.65000000000002,17.13333333333333,24.66333333333333,33.410000000000004,3.5050000000000003,57.12500000000001,28.73666666666665,25.280000000000005,2.2533333333333334,0.8000000000000004,1017.4,89.83333333333333,10.183333333333326,1.7000000000000008,0,0
83,2020-03-01 14:00:00,210.0,21.050000000000026,16.683333333333326,24.751666666666665,33.30500000000001,3.6583333333333337,56.26833333333335,29.596666666666653,26.553333333333335,1.9833333333333332,0.8150000000000005,1017.35,89.95,10.183333333333326,1.900000000000001,0,0
84,2020-03-01 14:10:00,246.5,20.600000000000023,16.366666666666664,24.828333333333333,33.21,3.5250000000000004,55.69666666666668,30.496666666666652,27.686666666666667,1.8316666666666668,0.8216666666666672,1017.3333333333331,90.18333333333334,10.133333333333328,2.050000000000001,0,0
85,2020-03-01 14:20:00,294.8333333333333,20.383333333333358,16.21666666666666,24.881666666666664,33.14833333333333,3.376666666666667,54.70000000000001,31.57166666666665,28.75333333333333,1.836666666666667,0.8266666666666672,1017.3666666666668,90.66666666666669,10.099999999999993,2.116666666666668,0,0
86,2020-03-01 14:30:00,290.1666666666667,19.716666666666686,15.649999999999991,24.94,33.065000000000005,3.5766666666666667,55.31166666666668,31.64166666666665,28.875,1.8033333333333332,0.783333333333334,1017.4333333333332,90.66666666666669,10.099999999999993,2.2333333333333343,0,0
87,2020-03-01 14:40:00,292.1666666666667,18.70000000000002,14.799999999999995,24.94,33.02333333333333,3.520000000000001,56.37166666666667,30.85166666666666,28.47333333333333,1.5516666666666667,0.7066666666666673,1017.5,90.36666666666666,10.099999999999993,2.366666666666668,0,0
88,2020-03-01 14:50:00,296.8333333333333,17.900000000000023,14.149999999999997,24.94,32.98500000000001,3.475000000000001,57.68833333333333,29.59666666666666,27.47666666666666,1.3833333333333335,0.658333333333334,1017.5833333333331,90.2,10.099999999999993,2.183333333333334,0,0
89,2020-03-01 15:00:00,308.6666666666667,17.45000000000002,13.83333333333333,24.94,32.96,3.230000000000001,58.935,28.62666666666665,26.66999999999999,1.2766666666666668,0.6400000000000006,1017.683333333333,90.65,10.033333333333326,2.333333333333334,0,0
90,2020-03-01 15:10:00,259.6666666666667,16.70000000000002,13.299999999999995,24.91,32.99666666666667,3.515000000000001,59.95333333333332,27.61833333333332,25.67666666666666,1.2666666666666668,0.628333333333334,1017.7999999999998,91.66666666666669,9.933333333333326,2.483333333333334,0,0
91,2020-03-01 15:20:00,269.0,15.933333333333357,12.733333333333333,24.856666666666666,33.09166666666667,3.515000000000001,61.78499999999999,26.50333333333332,24.57499999999999,1.2583333333333335,0.6500000000000006,1017.8833333333332,92.86666666666667,9.76666666666666,2.483333333333334,0,0
92,2020-03-01 15:30:00,223.83333333333331,15.55000000000002,12.466666666666663,24.79833333333333,33.225,3.5183333333333344,61.67499999999999,26.04333333333332,24.189999999999987,1.2100000000000002,0.6850000000000005,1017.9666666666666,94.35,9.599999999999993,2.2166666666666672,0,0
93,2020-03-01 15:40:00,230.0,15.433333333333351,12.383333333333333,24.76833333333333,33.37166666666667,3.4883333333333346,60.431666666666665,26.21833333333332,24.36333333333333,1.2100000000000002,0.7250000000000005,1018.0666666666666,95.18333333333334,9.46666666666666,1.833333333333334,0,0
94,2020-03-01 15:50:00,237.16666666666663,15.483333333333354,12.416666666666664,24.721666666666664,33.538333333333334,3.6083333333333343,60.65833333333333,25.969999999999985,24.12499999999999,1.2033333333333338,0.7266666666666671,1018.15,96.01666666666668,9.299999999999992,1.833333333333334,0,0
95,2020-03-01 16:00:00,237.66666666666663,15.850000000000016,12.65,24.691666666666663,33.67666666666667,3.4116666666666675,60.031666666666666,25.98833333333332,24.06999999999999,1.2516666666666671,0.7150000000000004,1018.2166666666668,96.78333333333336,9.233333333333324,1.6333333333333344,0,0
96,2020-03-01 16:10:00,293.3333333333333,16.88333333333335,13.416666666666666,24.65166666666666,33.815000000000005,3.1216666666666675,58.29500000000001,26.57166666666666,24.583333333333325,1.296666666666667,0.7083333333333338,1018.2666666666664,96.95,9.19999999999999,1.5666666666666675,0,0
97,2020-03-01 16:20:00,287.0,17.80000000000002,14.116666666666667,24.61166666666666,33.895,3.335000000000001,55.43166666666667,27.104999999999997,25.019999999999992,1.3600000000000003,0.6816666666666671,1018.3166666666664,96.95,9.19999999999999,1.8833333333333344,0,0
98,2020-03-01 16:30:00,338.6666666666667,18.500000000000018,14.683333333333335,24.57166666666666,33.961666666666666,3.060000000000001,52.77666666666668,27.681666666666658,25.47499999999999,1.4383333333333337,0.6566666666666671,1018.3666666666664,96.88333333333334,9.19999999999999,1.966666666666668,0,0
99,2020-03-01 16:40:00,332.3333333333333,18.88333333333335,15.033333333333337,24.50833333333333,34.045,3.2983333333333342,51.19666666666668,27.786666666666655,25.54333333333332,1.4633333333333338,0.6300000000000004,1018.4166666666664,97.66666666666669,9.16666666666666,2.1666666666666674,0,0
100,2020-03-01 16:50:00,328.0,19.16666666666668,15.333333333333336,24.443333333333328,34.13166666666667,3.231666666666668,47.68833333333334,28.648333333333326,26.369999999999987,1.486666666666667,0.6416666666666672,1018.4666666666666,97.66666666666669,9.16666666666666,2.366666666666668,0,0
101,2020-03-01 17:00:00,320.0,19.150000000000016,15.416666666666671,24.33333333333333,34.26333333333334,3.2700000000000014,44.23166666666668,29.49166666666666,27.26333333333332,1.4533333333333338,0.6550000000000005,1018.5333333333332,97.26666666666668,9.116666666666658,2.350000000000001,0,0
102,2020-03-01 17:10:00,317.8333333333333,18.600000000000016,15.016666666666673,24.244999999999997,34.36166666666667,3.796666666666668,42.48000000000001,29.75333333333333,27.58666666666665,1.4133333333333338,0.6650000000000005,1018.5833333333331,96.9,9.066666666666658,2.5333333333333345,0,0
103,2020-03-01 17:20:00,321.6666666666667,17.98333333333335,14.566666666666672,24.16833333333333,34.48666666666667,3.5216666666666683,40.54500000000001,30.27333333333333,28.196666666666648,1.3533333333333335,0.6800000000000005,1018.6666666666664,96.45,9.049999999999992,2.466666666666668,0,0
